Sample,Block,SiteCode,Side,Distance_m,Fine_LF,Coarse_LF,Fine_FD_pct,Coarse_FD_pct,Fe_mgkg,Zn_mgkg,Cu_mgkg,Cr_mgkg,Co_mgkg,Ni_mgkg,Mn_mgkg,Pb_mgkg,Cd_mgkg
1,1,R1,R,1.0,96.68124862396738,66.45087993826499,3.960396039603963,3.2258064516129017,9330.483099303,158.1079218836129,87.16922791687973,34.6160082641165,48.1742425295183,95.48732311280229,370.2936189594341,137.73438980529397,8.205667869407174
2,1,R1,R,1.0,322.9934254070511,206.33386854207686,0.8196721311475313,1.0563380281690073,13860.87169142368,149.5029892439432,143.65423051299135,36.84500454220384,42.999656002751976,81.29933624585153,458.3130420585345,157.7831877977087,11.216587960817613
3,1,R1,R,1.0,77.98012457800391,63.04516797650919,6.097560975609762,2.739726027397248,12586.7502140294,98.15056841755872,50.57619043117385,43.51685286120108,37.74806744538326,66.9949886713802,461.1935527595637,93.95260149569951,11.883942833268547
4,1,L1,L,1.0,143.6409867511264,70.79646017699115,1.8633540372670916,0.9803921568627446,6893.466992922356,140.15953032943324,106.35180230854313,26.878056178977133,29.938122456683278,63.11497002245857,307.72126238352837,82.93746890654852,20.397812325759453
5,2,R2,R,1.0,270.5262888401505,166.88030570537163,2.2082018927444844,2.8985507246376834,15650.40650406504,144.42061546840958,90.74832464631423,45.680225817833566,54.14584134307318,86.84375662151811,515.859032992955,155.65830705004544,6.8980210538080575
6,2,L2,L,1.0,124.64569886965135,39.34684241589613,2.0547945205479543,3.8461538461538596,7847.812603297344,157.51104004872846,102.64209424568182,32.882336430927715,32.545376914280254,56.96129707708799,243.43721489126537,129.60548328695674,6.83535564925056
7,3,R3,R,1.0,155.10647970690223,93.25851576701177,1.7241379310344858,4.237288135593224,9583.68793858347,284.530625432032,68.64957218134445,28.509185172720468,42.07615784570072,68.57799150127565,322.54186892202256,154.18328830571153,10.262608095858349
8,3,R3,R,20.0,224.39024390243904,160.15399422521654,2.1739130434782594,0.9615384615384536,14262.184704393578,185.92827383628574,99.5379934642978,42.648418229112856,50.77833669210874,90.53662938239331,467.44245618404483,259.08747565525607,6.631077322301784
9,3,R3,R,50.0,67.32012063765619,91.26837206498996,5.333333333333332,3.7735849056603663,21596.108247709588,58.636340585222385,43.041441108331554,50.45177807318794,44.448024151087495,73.03360342487764,547.5185434349237,87.31474721133328,15.121614364037749
10,3,R3,R,70.0,70.93064051131078,88.89679082585118,5.376344086021507,5.45454545454545,17396.880220202605,60.80084397639854,31.482484677105987,51.26412139343946,39.24790470374422,60.299993164448644,686.4824941790898,108.47475973132316,4.070997883799511
11,3,R3,R,100.0,131.0039581910225,121.1410707307542,7.857142857142863,7.741935483870957,23570.513112439738,92.3857473103939,36.97188448565187,61.3702642898432,55.09094364161598,88.41371276175171,852.6754852918554,115.24850145706041,5.321452304155588
12,3,L3,L,1.0,190.17806052038105,86.76789587852494,1.7699115044247913,0.0,10528.534835250504,159.80885790389215,119.21276226807699,34.586148436203025,42.84818950411214,71.16910919049408,323.13561890499363,162.99403747436665,15.816971409887362
13,3,L3,L,20.0,72.74948132314242,14.464178320480517,1.2345679012345687,10.526315789473701,6394.8727078511665,107.71492295214921,58.3941605839416,23.64287992794551,35.1128285864224,55.21476115065135,235.01955308025913,112.47183454481203,13.105921328066694
14,3,L3,L,50.0,37.662025170786826,34.438819437269686,8.33333333333334,4.999999999999994,6179.556337566224,69.50212255444814,37.54813671126384,15.55593242258941,31.020160001985285,56.46578065199286,264.75723982226083,87.70744354543628,7.143643366328229
15,3,L3,L,100.0,97.22372258831156,98.52315796881442,8.888888888888898,6.122448979591847,6336.0528526476155,49.99409279181609,39.269958798212585,23.475189940012854,39.572162782217376,61.35108396966885,440.2403262574223,85.9572321094022,4.634755011752223
16,4,R4,R,1.0,70.93815712801805,52.87097802917135,8.333333333333337,1.5873015873015917,8386.417981826877,83.2107843137255,39.61280714817572,26.009375472554066,38.139177239523256,63.07760011735367,375.56617555296174,85.12723152769696,50.04295982732245
17,4,L4,L,1.0,150.93878690584214,153.65141032887772,2.3121387283237134,2.590673575129547,12750.444927444805,339.79282597904745,97.17637884799113,60.14203190610348,39.034345613784346,82.08962662706038,479.91024695380236,131.5787380020081,5.4866025959923
18,5,R5,R,1.0,111.85311614496165,60.81365087598488,2.2222222222222223,2.941176470588246,8904.647973790958,102.59024020491911,42.28342400447847,22.374895609017447,34.74768720316481,56.21874115776973,313.24068983056617,121.8441298865772,4.274021066901251
19,5,L5,L,1.0,140.97876859744923,120.82092022509103,2.6666666666666607,0.0,8359.64569265219,247.39271755603414,73.45346382303319,29.526995978792232,34.095156767341216,60.17102096000327,370.748335581863,155.70776716432115,8.908436869403081
20,6,R6,R,1.0,70.80459770114943,66.7550376212319,3.8961038961039183,-2.857142857142864,9322.466232630453,92.29574756529439,58.31105955923144,28.485031595981113,43.941879540660885,69.85772620242221,388.9036391560923,112.77119528134207,6.0765133268138705
21,6,R6,R,10.0,94.859241126071,97.25780434576335,7.526881720430108,8.536585365853657,11636.877851641655,80.63262609776949,44.712555816911674,44.053629149956755,47.850025220315835,77.28211917552044,604.636491115786,119.55089160083982,5.731266876608233
22,6,R6,R,50.0,61.60095897709111,79.06976744186046,6.756756756756749,8.235294117647056,11675.32986805278,64.89071038251367,33.68078279885708,35.98323375810838,38.90248827568018,64.46682788614844,463.30765469542,98.46700009781054,37.871453594441206
23,6,R6,R,100.0,97.1058453714549,112.30697239120262,5.15463917525773,7.500000000000008,21405.30571768685,77.66031125234254,47.03130366441927,52.783745622562336,48.248746251535735,80.768501625428,730.7545917424637,101.79656948105763,50.89939536394896
24,6,R6,R,150.0,101.98368261078228,,5.882352941176478,,17781.49659420408,72.55389718076285,38.77269612639617,49.53553988870825,41.3501704238538,69.67248100880937,726.0144790889898,89.2922476122731,62.49690987501174
25,6,R6,R,200.0,76.77734569747732,70.6895443737549,7.792207792207792,-7.575757575757559,9760.947721334038,102.44911205015605,56.321719731795355,23.003973936497527,42.24077567061293,63.53740307446646,492.14706688258474,117.10385222503142,13.06169610241645
26,6,L6,L,1.0,148.5417202273831,129.4319662441432,2.564102564102575,-3.9999999999999973,10307.8177906499,228.1536110419606,52.624447364523554,33.27759336444789,35.79558119820827,71.13367523022995,396.7289773485772,152.26800932061641,9.932847741239383
27,6,L6,L,10.0,44.27446399638269,13.015749056358194,6.382978723404259,5.5555555555555545,5557.052984120248,89.88753037071872,40.03131073523678,19.644382280888074,29.506276999396043,45.68678624779847,208.9245465185614,87.5151606245914,7.496960799103983
